ensg	symbol	biotype	chrom	start	end	strand	host_symbol	host_ensg	host_type
ENSG00000265653	MIR548AK	miRNA	10	12130760	12130816	-1	SEC61A2	ENSG00000065665	antisense
ENSG00000221184		miRNA	10	68759318	68759414	1	CCAR1	ENSG00000060339	intragenic
ENSG00000265719	MIR4681	miRNA	10	119377972	119378043	1		ENSG00000298129	antisense
ENSG00000265719	MIR4681	miRNA	10	119377972	119378043	1	GRK5	ENSG00000198873	intragenic
ENSG00000284265	MIR4683	miRNA	10	35641172	35641252	-1	FZD8	ENSG00000177283	intragenic
ENSG00000284265	MIR4683	miRNA	10	35641172	35641252	-1		ENSG00000287528	antisense
ENSG00000263476	MIR3156-1	miRNA	10	45164014	45164088	1	ZNF22-AS1	ENSG00000165511	antisense
ENSG00000263476	MIR3156-1	miRNA	10	45164014	45164088	1	ANKRD30BP3	ENSG00000230501	intragenic
ENSG00000263476	MIR3156-1	miRNA	10	45164014	45164088	1		ENSG00000243349	intragenic
ENSG00000266782	MIR3663	miRNA	10	117167678	117167774	-1	MIR3663HG	ENSG00000234474	intragenic
ENSG00000265092	MIR4484	miRNA	10	125819740	125819822	1	UROS	ENSG00000188690	antisense
ENSG00000275669	MIR6744	miRNA	11	1256605	1256670	1	MUC5B	ENSG00000117983	intragenic
ENSG00000266645	MIR4299	miRNA	11	11656651	11656722	-1			intergenic
ENSG00000278529	MIR8070	miRNA	11	11783135	11783222	-1		ENSG00000286959	intragenic
ENSG00000221703	MIR302E	miRNA	11	7234766	7234837	1			intergenic
ENSG00000265210	MIR4486	miRNA	11	19575310	19575372	1	NAV2	ENSG00000166833	intragenic
ENSG00000264309	MIR4694	miRNA	11	19760004	19760083	-1	NAV2	ENSG00000166833	antisense
ENSG00000275868	MIR8054	miRNA	11	23419105	23419190	-1			intergenic
ENSG00000263389	MIR3973	miRNA	11	36010098	36010204	1	LDLRAD3	ENSG00000179241	intragenic
ENSG00000273912	MIR8068	miRNA	11	28477481	28477548	-1	METTL15	ENSG00000169519	antisense
ENSG00000283326	MIR6860	miRNA	11	67045643	67045708	1	SYT12	ENSG00000173227	intragenic
ENSG00000211997	MIR708	miRNA	11	79402022	79402109	-1	TENM4	ENSG00000149256	intragenic
ENSG00000266570	MIR5579	miRNA	11	79422169	79422226	-1	TENM4	ENSG00000149256	intragenic
ENSG00000266570	MIR5579	miRNA	11	79422169	79422226	-1		ENSG00000310212	antisense
ENSG00000264110	MIR4300	miRNA	11	81890741	81890836	-1	MIR4300HG	ENSG00000245832	intragenic
ENSG00000280773		miRNA	11	104252591	104252651	1			intergenic
ENSG00000264200	MIR4693	miRNA	11	103849906	103849980	1	PDGFDDN	ENSG00000254987	antisense
ENSG00000266703	MIR4490	miRNA	11	90555774	90555857	-1	DISC1FP1	ENSG00000261645	antisense
ENSG00000221586	MIR1261	miRNA	11	90869121	90869202	-1	DISC1FP1	ENSG00000261645	antisense
ENSG00000265357	MIR4493	miRNA	11	123381440	123381512	-1	GRAMD1B	ENSG00000023171	antisense
ENSG00000274999	MIR8052	miRNA	11	130666735	130666803	1	LINC02873	ENSG00000175728	intragenic
ENSG00000199090	MIR326	miRNA	11	75335092	75335186	-1	ARRB1	ENSG00000137486	intragenic
ENSG00000278359	MIR7155	miRNA	11	64341849	64341904	-1	CCDC88B	ENSG00000168071	antisense
ENSG00000221273	MIR1237	miRNA	11	64368602	64368703	1	RPS6KA4	ENSG00000162302	intragenic
ENSG00000283926	MIR192	miRNA	11	64891137	64891246	-1	MIR194-2HG	ENSG00000229719	intragenic
ENSG00000284155	MIR194-2	miRNA	11	64891355	64891439	-1	MIR194-2HG	ENSG00000229719	intragenic
ENSG00000274986	MIR6750	miRNA	11	64898363	64898437	-1	ATG2A	ENSG00000110046	intragenic
ENSG00000274314	MIR6749	miRNA	11	64902387	64902455	-1	ATG2A	ENSG00000110046	intragenic
ENSG00000278851	MIR6879	miRNA	11	65018505	65018570	1	ARL2-SNX15	ENSG00000273003	intragenic
ENSG00000278851	MIR6879	miRNA	11	65018505	65018570	1	ARL2	ENSG00000213465	intragenic
ENSG00000264493	MIR4298	miRNA	11	1859464	1859536	-1	LSP1	ENSG00000130592	antisense
ENSG00000284594	MIR7847	miRNA	11	1880045	1880147	1	LSP1	ENSG00000130592	intragenic
ENSG00000284010	MIR675	miRNA	11	1996759	1996831	-1	H19	ENSG00000130600	intragenic
ENSG00000284010	MIR675	miRNA	11	1996759	1996831	-1	MRPL23	ENSG00000214026	antisense
ENSG00000251862	MIR1343	miRNA	11	34941837	34941920	1	PDHX	ENSG00000110435	intragenic
ENSG00000263742	MIR3165	miRNA	11	72072228	72072302	-1	NUMA1	ENSG00000137497	intragenic
ENSG00000283813	MIR4485	miRNA	11	10508270	10508326	-1			intergenic
ENSG00000276639	MIR7154	miRNA	11	45691704	45691776	-1			intergenic
ENSG00000264102	MIR4688	miRNA	11	46376402	46376484	1	DGKZ	ENSG00000149091	intragenic
ENSG00000284108	MIR611	miRNA	11	61792495	61792561	-1	TMEM258	ENSG00000134825	intragenic
ENSG00000284416	MIR1908	miRNA	11	61815161	61815240	-1	FADS2	ENSG00000134824	antisense
ENSG00000284416	MIR1908	miRNA	11	61815161	61815240	-1	FADS1	ENSG00000149485	intragenic
ENSG00000277892	MIR6746	miRNA	11	61878216	61878278	-1	FADS3	ENSG00000221968	intragenic
ENSG00000275373	MIR6124	miRNA	11	12163683	12163767	1	MICAL2	ENSG00000133816	intragenic
ENSG00000283744	MIR6755	miRNA	11	86278333	86278398	1	EED	ENSG00000074266	intragenic
ENSG00000274770	MIR6128	miRNA	11	56743873	56743981	1	OR9G4	ENSG00000172457	antisense
ENSG00000199038	MIR210	miRNA	11	568089	568198	-1	MIR210HG	ENSG00000247095	intragenic
ENSG00000208009	MIR130A	miRNA	11	57641198	57641286	1	MIR130AHG	ENSG00000254602	intragenic
ENSG00000208009	MIR130A	miRNA	11	57641198	57641286	1	CLP1	ENSG00000172409	intragenic
ENSG00000284535	MIR6748	miRNA	11	62789815	62789885	1	TMEM223	ENSG00000168569	antisense
ENSG00000284535	MIR6748	miRNA	11	62789815	62789885	1	TMEM179B	ENSG00000185475	intragenic
ENSG00000274066	MIR6514	miRNA	11	62792702	62792771	-1	NXF1	ENSG00000162231	intragenic
ENSG00000266581	MIR3166	miRNA	11	88176502	88176593	1			intergenic
ENSG00000264583	MIR4487	miRNA	11	47400970	47401042	1	SLC39A13-AS1	ENSG00000255197	antisense
ENSG00000264583	MIR4487	miRNA	11	47400970	47401042	1	SPI1	ENSG00000066336	antisense
ENSG00000264402	MIR548AL	miRNA	11	74399237	74399333	1		ENSG00000254631	intragenic
ENSG00000264402	MIR548AL	miRNA	11	74399237	74399333	1		ENSG00000255440	intragenic
ENSG00000275344	MIR6503	miRNA	11	60209071	60209156	-1	MS4A4A	ENSG00000110079	antisense
ENSG00000275344	MIR6503	miRNA	11	60209071	60209156	-1	MS4A4E	ENSG00000214787	intragenic
ENSG00000284525	MIR4687	miRNA	11	3856062	3856141	1	STIM1	ENSG00000167323	intragenic
ENSG00000263744	MIR3664	miRNA	11	70872270	70872368	-1	SHANK2	ENSG00000162105	intragenic
ENSG00000283920	MIR6743	miRNA	11	209336	209406	1	RIC8A	ENSG00000177963	intragenic
ENSG00000266192	MIR1260B	miRNA	11	96341438	96341526	1	MAML2	ENSG00000184384	antisense
ENSG00000264984	MIR5691	miRNA	11	9090312	9090379	-1		ENSG00000286935	antisense
ENSG00000264984	MIR5691	miRNA	11	9090312	9090379	-1	SCUBE2	ENSG00000175356	intragenic
ENSG00000276102	MIR6747	miRNA	11	62567011	62567071	-1		ENSG00000255508	intragenic
ENSG00000276102	MIR6747	miRNA	11	62567011	62567071	-1	EEF1G	ENSG00000254772	intragenic
ENSG00000283704		miRNA	11	119018944	119019012	1	TRAPPC4	ENSG00000196655	intragenic
ENSG00000284148	MIR6756	miRNA	11	119312950	119313012	-1	MCAM	ENSG00000076706	intragenic
ENSG00000284148	MIR6756	miRNA	11	119312950	119313012	-1	CBL	ENSG00000110395	antisense
ENSG00000276769	MIR6752	miRNA	11	67490245	67490315	1	AIP	ENSG00000110711	intragenic
ENSG00000278349	MIR6754	miRNA	11	71473503	71473568	1	NADSYN1	ENSG00000172890	intragenic
ENSG00000266215	MIR3167	miRNA	11	126988458	126988542	-1	KIRREL3	ENSG00000149571	intragenic
ENSG00000284246	MIR6716	miRNA	11	118644000	118644079	1	PHLDB1	ENSG00000019144	intragenic
ENSG00000283791	MIR612	miRNA	11	65444458	65444557	1	NEAT1	ENSG00000245532	intragenic
ENSG00000266041	MIR4690	miRNA	11	65636310	65636369	1	PCNX3	ENSG00000197136	intragenic
ENSG00000265874	MIR4489	miRNA	11	65649192	65649253	1	SIPA1	ENSG00000213445	intragenic
ENSG00000221333	MIR548K	miRNA	11	70283955	70284070	1		ENSG00000254604	antisense
ENSG00000221333	MIR548K	miRNA	11	70283955	70284070	1	PPFIA1	ENSG00000131626	intragenic
ENSG00000264603	MIR3159	miRNA	11	18387787	18387860	1			intergenic
ENSG00000264032	MIR4491	miRNA	11	111347757	111347824	1			intergenic
ENSG00000207811	MIR34B	miRNA	11	111512938	111513021	1	MIR34BHG	ENSG00000286028	intragenic
ENSG00000207811	MIR34B	miRNA	11	111512938	111513021	1	BTG4	ENSG00000137707	antisense
ENSG00000207562	MIR34C	miRNA	11	111513439	111513515	1	MIR34BHG	ENSG00000286028	intragenic
ENSG00000207562	MIR34C	miRNA	11	111513439	111513515	1	BTG4	ENSG00000137707	antisense
ENSG00000264211	MIR4492	miRNA	11	118910708	118910787	1	BCL9L	ENSG00000186174	antisense
ENSG00000207805	MIR483	miRNA	11	2134134	2134209	-1	INS-IGF2	ENSG00000129965	intragenic
ENSG00000207805	MIR483	miRNA	11	2134134	2134209	-1	IGF2	ENSG00000167244	intragenic
ENSG00000207805	MIR483	miRNA	11	2134134	2134209	-1		ENSG00000284779	intragenic
ENSG00000265258	MIR4686	miRNA	11	2173063	2173138	1		ENSG00000295384	intragenic
ENSG00000265258	MIR4686	miRNA	11	2173063	2173138	1		ENSG00000295395	antisense
ENSG00000284489	MIR6751	miRNA	11	65129916	65129978	-1	SYVN1	ENSG00000162298	intragenic
ENSG00000266423	MIR3163	miRNA	11	66934434	66934506	-1	PC	ENSG00000173599	intragenic
ENSG00000284293	MIR7113	miRNA	11	68032864	68032922	1	NDUFS8	ENSG00000110717	intragenic
ENSG00000284435	MIR4691	miRNA	11	68033897	68033981	1	NDUFS8	ENSG00000110717	intragenic
ENSG00000275022	MIR6753	miRNA	11	68044794	68044957	1	TCIRG1	ENSG00000110719	intragenic
ENSG00000221230	MIR548L	miRNA	11	94466495	94466580	-1	MRE11	ENSG00000020922	intragenic
ENSG00000263693	MIR3161	miRNA	11	48096782	48096858	1	PTPRJ	ENSG00000149177	intragenic
ENSG00000275208	MIR6745	miRNA	11	47179611	47179737	-1	PACSIN3	ENSG00000165912	intragenic
ENSG00000199077	MIR129-2	miRNA	11	43581394	43581483	1	MIR670HG	ENSG00000235661	intragenic
ENSG00000199077	MIR129-2	miRNA	11	43581394	43581483	1		ENSG00000283341	intragenic
ENSG00000211568	MIR670	miRNA	11	43559656	43559753	1	MIR670HG	ENSG00000235661	intragenic
ENSG00000207971	MIR125B1	miRNA	11	122099757	122099844	-1	MIR100HG	ENSG00000255248	intragenic
ENSG00000198975	MIRLET7A2	miRNA	11	122146522	122146593	-1	MIR100HG	ENSG00000255248	intragenic
ENSG00000207994	MIR100	miRNA	11	122152229	122152308	-1	MIR100HG	ENSG00000255248	intragenic
ENSG00000265902	MIR4696	miRNA	11	74720268	74720337	-1	CHRDL2	ENSG00000054938	intragenic
ENSG00000276176	MIR6090	miRNA	11	128522390	128522449	1	ETS1	ENSG00000134954	antisense
ENSG00000265014	MIR3160-1	miRNA	11	46451805	46451889	-1	AMBRA1	ENSG00000110497	intragenic
ENSG00000283497	MIR3160-2	miRNA	11	46451807	46451887	1	AMBRA1	ENSG00000110497	antisense
ENSG00000263540	MIR5582	miRNA	11	46753125	46753192	-1	F2	ENSG00000180210	antisense
ENSG00000263540	MIR5582	miRNA	11	46753125	46753192	-1	CKAP5	ENSG00000175216	intragenic
ENSG00000265539	MIR3164	miRNA	11	69083176	69083258	1		ENSG00000287725	intragenic
ENSG00000265539	MIR3164	miRNA	11	69083176	69083258	1	TPCN2	ENSG00000162341	intragenic
ENSG00000265140	MIR4301	miRNA	11	113450023	113450088	-1	DRD2	ENSG00000149295	intragenic
ENSG00000266006	MIR4488	miRNA	11	61508596	61508657	1			intergenic
ENSG00000263885	MIR3920	miRNA	11	101519820	101519905	-1	TRPC6	ENSG00000137672	intragenic
ENSG00000278483	MIR8087	miRNA	11	27514970	27515047	-1	BDNF-AS	ENSG00000245573	antisense
ENSG00000207874	MIR610	miRNA	11	28056815	28056910	1	KIF18A	ENSG00000121621	antisense
ENSG00000284094	MIR6073	miRNA	11	15969533	15969621	-1	SOX6	ENSG00000110693	intragenic
ENSG00000264559	MIR3162	miRNA	11	59595077	59595158	-1		ENSG00000255139	antisense
ENSG00000264559	MIR3162	miRNA	11	59595077	59595158	-1	OSBP	ENSG00000110048	intragenic
ENSG00000272036	MIR139	miRNA	11	72615063	72615130	-1	PDE2A	ENSG00000186642	intragenic
ENSG00000265064	MIR4692	miRNA	11	72783530	72783592	1	STARD10	ENSG00000214530	antisense
ENSG00000265064	MIR4692	miRNA	11	72783530	72783592	1	ARAP1	ENSG00000186635	antisense
ENSG00000284458	MIR1304	miRNA	11	93733674	93733764	-1	TAF1D	ENSG00000166012	intragenic
ENSG00000284020	MIR4697	miRNA	11	133898504	133898581	-1	IGSF9B	ENSG00000080854	intragenic
ENSG00000283475	MIR1244-4	miRNA	12	12111952	12112036	1	BCL2L14	ENSG00000121380	intragenic
ENSG00000283665	MIR3974	miRNA	12	17673299	17673394	1		ENSG00000256389	intragenic
ENSG00000284360	MIR6125	miRNA	12	62260359	62260454	1	TAFA2	ENSG00000198673	antisense
ENSG00000284360	MIR6125	miRNA	12	62260359	62260454	1	USP15	ENSG00000135655	intragenic
ENSG00000278108	MIR6757	miRNA	12	53056944	53057012	1	TNS2	ENSG00000111077	intragenic
ENSG00000207763	MIR617	miRNA	12	80832533	80832629	-1		ENSG00000300781	antisense
ENSG00000207763	MIR617	miRNA	12	80832533	80832629	-1	LIN7A	ENSG00000111052	intragenic
ENSG00000208022	MIR618	miRNA	12	80935736	80935833	-1	LIN7A	ENSG00000111052	intragenic
ENSG00000265227	MIR4699	miRNA	12	81158388	81158461	1	ACSS3	ENSG00000111058	intragenic
ENSG00000199172	MIR331	miRNA	12	95308420	95308513	1			intergenic
ENSG00000266099	MIR5700	miRNA	12	94561789	94561859	1		ENSG00000298879	intragenic
ENSG00000265861	MIR4495	miRNA	12	97939056	97939121	-1			intergenic
ENSG00000265917	MIR3685	miRNA	12	95309923	95309984	1			intergenic
ENSG00000283818	MIR7844	miRNA	12	94571231	94571352	-1	TMCC3	ENSG00000057704	intragenic
ENSG00000283476	MIR1279	miRNA	12	69273157	69273218	-1	CPSF6	ENSG00000111605	antisense
ENSG00000263890	MIR4303	miRNA	12	97995383	97995448	-1			intergenic
ENSG00000264037	MIR4472-2	miRNA	12	116428252	116428318	-1			intergenic
ENSG00000283507	MIR1302-1	miRNA	12	112695034	112695176	-1	RPH3A	ENSG00000089169	antisense
ENSG00000207967	MIR620	miRNA	12	116148560	116148654	-1	MED13L	ENSG00000123066	intragenic
ENSG00000265635	MIR3612	miRNA	12	128294092	128294178	1	TMEM132C	ENSG00000181234	intragenic
ENSG00000264295	MIR3922	miRNA	12	104591633	104591716	1	CHST11	ENSG00000171310	intragenic
ENSG00000265061		miRNA	12	128244506	128244573	1			intergenic
ENSG00000266043	MIR3649	miRNA	12	1660315	1660380	-1		ENSG00000289832	intragenic
ENSG00000283429	MIR1244-3	miRNA	12	9239467	9239551	-1	A2MP1	ENSG00000256069	intragenic
ENSG00000283429	MIR1244-3	miRNA	12	9239467	9239551	-1	LINC00987	ENSG00000237248	antisense
ENSG00000283429	MIR1244-3	miRNA	12	9239467	9239551	-1		ENSG00000309182	intragenic
ENSG00000284152	MIR6758	miRNA	12	57512688	57512750	1	MARS1	ENSG00000166986	intragenic
ENSG00000208028	MIR616	miRNA	12	57519163	57519259	-1		ENSG00000285133	intragenic
ENSG00000208028	MIR616	miRNA	12	57519163	57519259	-1	DDIT3	ENSG00000175197	intragenic
ENSG00000283621	MIR6759	miRNA	12	57748618	57748682	-1	TSPAN31	ENSG00000135452	antisense
ENSG00000283621	MIR6759	miRNA	12	57748618	57748682	-1	CDK4	ENSG00000135446	intragenic
ENSG00000263510	MIR4497	miRNA	12	109833348	109833436	1	TRPV4	ENSG00000111199	antisense
ENSG00000199179	MIRLET7I	miRNA	12	62603686	62603769	1	MIRLET7IHG	ENSG00000257354	intragenic
ENSG00000199179	MIRLET7I	miRNA	12	62603686	62603769	1		ENSG00000275180	intragenic
ENSG00000199179	MIRLET7I	miRNA	12	62603686	62603769	1	PPM1H	ENSG00000111110	antisense
ENSG00000207713	MIR200C	miRNA	12	6963699	6963766	1	MIR200CHG	ENSG00000257084	intragenic
ENSG00000207708	MIR141	miRNA	12	6964097	6964191	1	MIR200CHG	ENSG00000257084	intragenic
ENSG00000275770	MIR6505	miRNA	12	48132797	48132867	1	PFKM	ENSG00000152556	intragenic
ENSG00000266655	MIR3908	miRNA	12	123536409	123536534	1			intergenic
ENSG00000276878	MIR6074	miRNA	12	66023620	66023726	-1			intergenic
ENSG00000284388	MIR4496	miRNA	12	108635810	108635870	1		ENSG00000257221	intragenic
ENSG00000265526	MIR4304	miRNA	12	123010667	123010728	-1	PITPNM2	ENSG00000090975	intragenic
ENSG00000283803	MIR3198-2	miRNA	12	54231397	54231476	-1	CBX5	ENSG00000094916	intragenic
ENSG00000199122	MIR148B	miRNA	12	54337216	54337314	1		ENSG00000258344	intragenic
ENSG00000199122	MIR148B	miRNA	12	54337216	54337314	1	COPZ1	ENSG00000111481	intragenic
ENSG00000278520	MIR7851	miRNA	12	42323700	42323859	-1	PPHLN1	ENSG00000134283	antisense
ENSG00000278520	MIR7851	miRNA	12	42323700	42323859	-1	ZCRB1	ENSG00000139168	intragenic
ENSG00000283768	MIR1178	miRNA	12	119713634	119713724	-1	CIT	ENSG00000122966	intragenic
ENSG00000266016	MIR548Z	miRNA	12	64622509	64622605	-1	RASSF3	ENSG00000153179	antisense
ENSG00000207546	MIR548C	miRNA	12	64622509	64622605	1	RASSF3	ENSG00000153179	intragenic
ENSG00000265345	MIR5188	miRNA	12	124915547	124915659	1		ENSG00000301546	intragenic
ENSG00000265345	MIR5188	miRNA	12	124915547	124915659	1	UBC	ENSG00000150991	antisense
ENSG00000277052	MIR6763	miRNA	12	132581997	132582061	1	FBRSL1	ENSG00000112787	intragenic
ENSG00000284503	MIR3652	miRNA	12	103930425	103930555	1		ENSG00000293399	antisense
ENSG00000284503	MIR3652	miRNA	12	103930425	103930555	1	HSP90B1	ENSG00000166598	intragenic
ENSG00000274822	MIR6762	miRNA	12	113291523	113291608	1	TPCN1	ENSG00000186815	intragenic
ENSG00000264201	MIR4701	miRNA	12	48771975	48772037	-1	ADCY6	ENSG00000174233	intragenic
ENSG00000284425	MIR8072	miRNA	12	123364764	123364843	-1	SBNO1-AS1	ENSG00000256092	antisense
ENSG00000284425	MIR8072	miRNA	12	123364764	123364843	-1	SBNO1	ENSG00000139697	intragenic
ENSG00000284011	MIR6502	miRNA	12	66251082	66251157	1	IRAK3	ENSG00000090376	intragenic
ENSG00000283998	MIR492	miRNA	12	94834398	94834513	1	KRT19P2	ENSG00000216306	intragenic
ENSG00000283998	MIR492	miRNA	12	94834398	94834513	1		ENSG00000303924	antisense
ENSG00000207983	MIR613	miRNA	12	12764649	12764743	1	APOLD1	ENSG00000178878	intragenic
ENSG00000283759	MIR614	miRNA	12	12915829	12915918	1	GPRC5A	ENSG00000013588	intragenic
ENSG00000266370	MIR3657	miRNA	12	112037599	112037715	-1	NAA25	ENSG00000111300	intragenic
ENSG00000283793	MIR6861	miRNA	12	112163258	112163321	-1	HECTD4	ENSG00000173064	intragenic
ENSG00000276908	MIR7106	miRNA	12	113159113	113159177	-1	DDX54	ENSG00000123064	intragenic
ENSG00000276908	MIR7106	miRNA	12	113159113	113159177	-1	CFAP73	ENSG00000186710	antisense
ENSG00000284143	MIR4700	miRNA	12	120723193	120723266	1		ENSG00000256569	antisense
ENSG00000284143	MIR4700	miRNA	12	120723193	120723266	1	UNC119B	ENSG00000175970	intragenic
ENSG00000207789	MIR26A2	miRNA	12	57824609	57824692	-1	CTDSP2	ENSG00000175215	intragenic
ENSG00000207789	MIR26A2	miRNA	12	57824609	57824692	-1	TSFM	ENSG00000123297	antisense
ENSG00000266704	MIR4498	miRNA	12	120155434	120155499	-1	GCN1	ENSG00000089154	intragenic
ENSG00000263838	MIR4698	miRNA	12	47187812	47187891	1	PCED1B-AS1	ENSG00000247774	antisense
ENSG00000263838	MIR4698	miRNA	12	47187812	47187891	1	PCED1B	ENSG00000179715	intragenic
ENSG00000264906	MIR4494	miRNA	12	47364186	47364269	-1	LINC02416	ENSG00000257924	antisense
ENSG00000264906	MIR4494	miRNA	12	47364186	47364269	-1		ENSG00000310242	intragenic
ENSG00000275967	MIR6880	miRNA	12	124337181	124337242	-1	NCOR2	ENSG00000196498	intragenic
ENSG00000207924	MIR196A2	miRNA	12	53991738	53991847	1		ENSG00000273049	intragenic
ENSG00000207924	MIR196A2	miRNA	12	53991738	53991847	1	HOXC6	ENSG00000197757	intragenic
ENSG00000207571	MIR615	miRNA	12	54033950	54034045	1		ENSG00000273049	intragenic
ENSG00000207571	MIR615	miRNA	12	54033950	54034045	1		ENSG00000273046	intragenic
ENSG00000207571	MIR615	miRNA	12	54033950	54034045	1	HOXC4	ENSG00000198353	intragenic
ENSG00000207571	MIR615	miRNA	12	54033950	54034045	1	HOXC5	ENSG00000172789	intragenic
ENSG00000216192	MIR920	miRNA	12	24212421	24212495	1	SOX5	ENSG00000134532	antisense
ENSG00000221788	MIR1252	miRNA	12	79419257	79419321	1	SYT1-AS1	ENSG00000257894	antisense
ENSG00000221788	MIR1252	miRNA	12	79419257	79419321	1	SYT1	ENSG00000067715	intragenic
ENSG00000273700	MIR6760	miRNA	12	111304142	111304209	1		ENSG00000304623	antisense
ENSG00000273700	MIR6760	miRNA	12	111304142	111304209	1	CUX2	ENSG00000111249	intragenic
ENSG00000283603	MIR4302	miRNA	12	25874020	25874079	-1			intergenic
ENSG00000281842	MIR1291	miRNA	12	48654444	48654530	-1	KANSL2	ENSG00000139620	intragenic
ENSG00000207622	MIR619	miRNA	12	108836908	108837006	-1	SSH1	ENSG00000084112	intragenic
ENSG00000221476	MIR1827	miRNA	12	100189884	100189949	1		ENSG00000257489	antisense
ENSG00000221476	MIR1827	miRNA	12	100189884	100189949	1		ENSG00000290576	antisense
ENSG00000221479	MIR1251	miRNA	12	97491909	97491978	1		ENSG00000300902	antisense
ENSG00000221479	MIR1251	miRNA	12	97491909	97491978	1	RMST	ENSG00000255794	intragenic
ENSG00000207586	MIR135A2	miRNA	12	97563812	97563911	1		ENSG00000300902	antisense
ENSG00000207586	MIR135A2	miRNA	12	97563812	97563911	1	RMST	ENSG00000255794	intragenic
ENSG00000207586	MIR135A2	miRNA	12	97563812	97563911	1		ENSG00000279798	antisense
ENSG00000221365	MIR1228	miRNA	12	57194504	57194576	1	LRP1	ENSG00000123384	intragenic
ENSG00000221604	MIR1293	miRNA	12	50234142	50234212	-1	LIMA1	ENSG00000050405	intragenic
ENSG00000264405	MIR3913-1	miRNA	12	69584722	69584823	-1			intergenic
ENSG00000283677	MIR3913-2	miRNA	12	69584723	69584822	1			intergenic
ENSG00000284402	MIR7107	miRNA	12	121444273	121444352	-1	KDM2B	ENSG00000089094	intragenic
ENSG00000284402	MIR7107	miRNA	12	121444273	121444352	-1	RNF34	ENSG00000170633	antisense
ENSG00000274697	MIR6761	miRNA	12	111799834	111799905	1	ALDH2	ENSG00000111275	intragenic
ENSG00000263978	MIR4499	miRNA	13	20433778	20433846	-1	CRYL1	ENSG00000165475	intragenic
ENSG00000252695	MIR2276	miRNA	13	24162416	24162504	1		ENSG00000273167	intragenic
ENSG00000252695	MIR2276	miRNA	13	24162416	24162504	1	SPATA13	ENSG00000182957	intragenic
ENSG00000264387	MIR5007	miRNA	13	55174454	55174548	1	LINC02335	ENSG00000278630	intragenic
ENSG00000266663	MIR3169	miRNA	13	61199798	61199880	-1			intergenic
ENSG00000221650	MIR1267	miRNA	13	107531171	107531248	-1	NALF1	ENSG00000204442	intragenic
ENSG00000264864	MIR3613	miRNA	13	49996415	49996501	-1	DLEU2	ENSG00000231607	intragenic
ENSG00000264864	MIR3613	miRNA	13	49996415	49996501	-1	TRIM13	ENSG00000204977	antisense
ENSG00000208006	MIR16-1	miRNA	13	50048973	50049061	-1	DLEU2	ENSG00000231607	intragenic
ENSG00000283785	MIR15A	miRNA	13	50049119	50049201	-1	DLEU2	ENSG00000231607	intragenic
ENSG00000266072	MIR5693	miRNA	13	51348567	51348639	-1	SERPINE3	ENSG00000253309	antisense
ENSG00000264226	MIR3168	miRNA	13	41101019	41101100	-1			intergenic
ENSG00000284584	MIR5006	miRNA	13	41568286	41568395	-1		ENSG00000288598	antisense
ENSG00000284584	MIR5006	miRNA	13	41568286	41568395	-1	VWA8	ENSG00000102763	intragenic
ENSG00000266611	MIR4703	miRNA	13	51552589	51552667	1	INTS6-AS1	ENSG00000236778	intragenic
